4.112778,0.005803,-0.003971,-0.000305,-0.331406,0.856631,-9.674780,0.998892,-0.041494,-0.021696,0.004634,7145
4.122785,0.004581,-0.004887,-0.001527,-0.325424,0.862613,-9.804591,0.998893,-0.041483,-0.021710,0.004645,6879
4.132793,0.002749,-0.004581,-0.000916,-0.318844,0.861416,-9.746565,0.998892,-0.041482,-0.021721,0.004660,6870
4.142802,0.003054,-0.006109,-0.000916,-0.291924,0.855434,-9.495318,0.998892,-0.041483,-0.021738,0.004677,6898
4.152812,0.003360,-0.005498,-0.000611,-0.275175,0.862014,-9.579665,0.998891,-0.041484,-0.021750,0.004701,6915
4.162821,0.003971,-0.006720,0.000000,-0.282951,0.871586,-9.704690,0.998891,-0.041480,-0.021768,0.004727,6920
4.172827,0.004276,-0.006720,0.000611,-0.288933,0.884746,-9.751350,0.998891,-0.041477,-0.021786,0.004754,6932
4.182835,0.004276,-0.005803,0.000000,-0.314058,0.884746,-9.671789,0.998890,-0.041474,-0.021803,0.004770,6928
4.192840,0.003665,-0.006414,0.000000,-0.322433,0.895514,-9.602996,0.998890,-0.041476,-0.021825,0.004780,6930
4.202847,0.003665,-0.005803,0.000000,-0.337388,0.886541,-9.570094,0.998889,-0.041476,-0.021845,0.004787,6927
4.212855,0.003971,-0.005192,-0.000611,-0.337388,0.878764,-9.608977,0.998889,-0.041473,-0.021862,0.004793,6918
4.222858,0.003665,-0.004581,-0.001222,-0.312263,0.859622,-9.684352,0.998889,-0.041469,-0.021873,0.004808,6927
4.232866,0.003971,-0.004887,-0.000916,-0.302692,0.857229,-9.716654,0.998889,-0.041462,-0.021884,0.004828,6931
4.242873,0.003971,-0.004887,-0.001222,-0.281755,0.850649,-9.674780,0.998889,-0.041456,-0.021893,0.004852,6907
4.252881,0.003360,-0.005803,-0.000611,-0.278166,0.850050,-9.644272,0.998888,-0.041453,-0.021907,0.004879,6922
4.262888,0.003665,-0.006109,-0.000305,-0.269791,0.863809,-9.637094,0.998888,-0.041452,-0.021921,0.004908,6914
4.272895,0.003971,-0.005803,-0.000305,-0.278166,0.867996,-9.625728,0.998888,-0.041450,-0.021934,0.004934,6943
4.282902,0.004276,-0.006414,0.000305,-0.288933,0.864407,-9.640682,0.998887,-0.041445,-0.021951,0.004961,6922
4.292908,0.004887,-0.007025,0.000000,-0.309272,0.875773,-9.662218,0.998887,-0.041438,-0.021974,0.004980,6917
4.302915,0.004581,-0.006720,-0.000305,-0.323031,0.876970,-9.646665,0.998887,-0.041432,-0.021997,0.004994,6924
4.312922,0.003665,-0.006414,0.000000,-0.315254,0.876371,-9.650254,0.998886,-0.041430,-0.022017,0.005011,6926
4.322929,0.003971,-0.005192,-0.001222,-0.321236,0.881755,-9.649057,0.998886,-0.041428,-0.022033,0.005020,6949
4.332935,0.003665,-0.004887,-0.000916,-0.313460,0.876970,-9.640084,0.998886,-0.041427,-0.022045,0.005032,6930
4.342943,0.003665,-0.005498,-0.001222,-0.303888,0.870987,-9.652646,0.998885,-0.041426,-0.022060,0.005047,6922
4.352952,0.003360,-0.005498,-0.000916,-0.284148,0.866800,-9.677772,0.998885,-0.041426,-0.022073,0.005071,6918
4.362962,0.003665,-0.007025,0.000000,-0.277567,0.876970,-9.692128,0.998884,-0.041426,-0.022092,0.005099,6933
4.372970,0.003665,-0.006720,-0.000305,-0.280558,0.872782,-9.671789,0.998884,-0.041425,-0.022110,0.005126,6925
4.382975,0.003054,-0.006720,-0.000611,-0.284148,0.859023,-9.639486,0.998883,-0.041426,-0.022129,0.005152,6915
4.392984,0.003665,-0.007330,-0.000305,-0.303888,0.857229,-9.631111,0.998883,-0.041423,-0.022153,0.005174,6934
4.402992,0.003665,-0.007025,-0.000916,-0.312263,0.859622,-9.643075,0.998882,-0.041419,-0.022176,0.005192,6926
4.413001,0.003054,-0.007025,-0.000916,-0.320040,0.854836,-9.661021,0.998882,-0.041417,-0.022200,0.005208,6902
4.423006,0.003054,-0.006109,-0.000305,-0.332602,0.858425,-9.662218,0.998881,-0.041415,-0.022220,0.005224,6929
4.433014,0.002749,-0.007025,-0.000611,-0.318245,0.867996,-9.649656,0.998881,-0.041417,-0.022244,0.005240,6926
4.443024,0.002749,-0.006109,0.000000,-0.308674,0.881157,-9.635897,0.998880,-0.041422,-0.022262,0.005259,6918
4.453028,0.003360,-0.006109,-0.001222,-0.288335,0.883550,-9.652048,0.998879,-0.041425,-0.022279,0.005277,6940
4.463037,0.002749,-0.006414,-0.000916,-0.298505,0.890130,-9.675379,0.998878,-0.041431,-0.022297,0.005294,6936
4.473047,0.003054,-0.006720,-0.001222,-0.281755,0.884746,-9.680164,0.998878,-0.041436,-0.022316,0.005315,6926
4.483054,0.003054,-0.007636,-0.001222,-0.275773,0.872782,-9.648459,0.998877,-0.041439,-0.022338,0.005339,6923
4.493060,0.003054,-0.007636,-0.001222,-0.288933,0.872184,-9.622736,0.998876,-0.041442,-0.022362,0.005360,6910
4.503069,0.003665,-0.007636,-0.000305,-0.284148,0.870389,-9.632308,0.998876,-0.041442,-0.022386,0.005387,6931
4.513076,0.003360,-0.007636,0.000305,-0.307478,0.856631,-9.643075,0.998875,-0.041440,-0.022411,0.005414,6922
4.523085,0.003665,-0.007025,-0.000305,-0.315254,0.867398,-9.659227,0.998874,-0.041437,-0.022434,0.005434,6923
4.533095,0.003360,-0.007330,-0.000611,-0.326620,0.871586,-9.638887,0.998874,-0.041437,-0.022461,0.005449,6918
4.543102,0.003971,-0.007330,-0.000305,-0.331406,0.865005,-9.608977,0.998873,-0.041432,-0.022487,0.005464,6916
4.553112,0.003665,-0.006109,-0.000611,-0.330808,0.855434,-9.625728,0.998873,-0.041428,-0.022508,0.005480,6919
4.563120,0.003360,-0.005498,-0.000611,-0.303888,0.866202,-9.664610,0.998873,-0.041427,-0.022522,0.005502,6913
4.573127,0.004581,-0.005498,-0.000916,-0.294915,0.857229,-9.676576,0.998872,-0.041419,-0.022536,0.005527,6931
4.583136,0.003665,-0.006109,-0.000611,-0.283549,0.866202,-9.656834,0.998872,-0.041419,-0.022551,0.005555,6917
4.593143,0.003360,-0.005803,0.000000,-0.279960,0.860220,-9.636496,0.998871,-0.041419,-0.022565,0.005587,6925
4.603150,0.004276,-0.005192,-0.000305,-0.284746,0.876970,-9.623933,0.998871,-0.041417,-0.022576,0.005614,6920
4.613157,0.003971,-0.006414,-0.000305,-0.290728,0.887139,-9.674182,0.998871,-0.041418,-0.022594,0.005638,6927
4.623165,0.003971,-0.006109,-0.000611,-0.312862,0.884148,-9.683753,0.998870,-0.041417,-0.022612,0.005656,6923
4.633171,0.003360,-0.006414,0.000000,-0.310469,0.879961,-9.660423,0.998869,-0.041418,-0.022632,0.005677,6918
4.643180,0.003665,-0.006720,0.000000,-0.331406,0.875773,-9.631709,0.998869,-0.041417,-0.022656,0.005694,6940
4.653185,0.002749,-0.005803,-0.000611,-0.316451,0.875175,-9.620344,0.998868,-0.041421,-0.022673,0.005711,6924
4.663192,0.003360,-0.005192,-0.000305,-0.320040,0.863809,-9.630512,0.998868,-0.041420,-0.022688,0.005730,6934
4.673200,0.003665,-0.004887,-0.000611,-0.307478,0.859023,-9.656236,0.998867,-0.041417,-0.022700,0.005754,6924
4.683208,0.003971,-0.004887,-0.000611,-0.303888,0.859622,-9.668797,0.998867,-0.041413,-0.022711,0.005779,6911
4.693215,0.004276,-0.004887,-0.001527,-0.287737,0.861416,-9.659227,0.998867,-0.041408,-0.022721,0.005803,6934
4.703223,0.003665,-0.006109,-0.001222,-0.290728,0.855434,-9.646067,0.998867,-0.041405,-0.022738,0.005829,6921
4.713233,0.003971,-0.006414,-0.000305,-0.292523,0.858425,-9.644272,0.998866,-0.041402,-0.022756,0.005858,6924
4.723242,0.004276,-0.006720,-0.000611,-0.284746,0.861416,-9.655040,0.998866,-0.041397,-0.022775,0.005888,6911
4.733250,0.003971,-0.006109,-0.000305,-0.317049,0.873978,-9.659825,0.998865,-0.041395,-0.022794,0.005908,6926
4.743259,0.003665,-0.005498,-0.000305,-0.321236,0.881755,-9.643075,0.998865,-0.041395,-0.022810,0.005926,6932
4.753266,0.003971,-0.006109,0.000000,-0.339781,0.883550,-9.649057,0.998864,-0.041393,-0.022831,0.005940,6915
4.763271,0.003971,-0.006109,-0.000305,-0.325424,0.880559,-9.640084,0.998864,-0.041392,-0.022851,0.005956,6935
4.773281,0.003360,-0.006109,-0.000305,-0.311665,0.876371,-9.652048,0.998863,-0.041393,-0.022869,0.005978,6937
4.783290,0.003665,-0.005192,-0.000916,-0.309272,0.872184,-9.656236,0.998863,-0.041392,-0.022883,0.005998,6924
4.793300,0.003971,-0.005498,-0.000305,-0.295514,0.867398,-9.650254,0.998863,-0.041390,-0.022897,0.006026,6923
4.803308,0.003971,-0.005803,-0.000916,-0.295514,0.869791,-9.650852,0.998862,-0.041388,-0.022912,0.006051,6910
4.813316,0.003665,-0.005803,-0.001222,-0.284148,0.871586,-9.656834,0.998862,-0.041389,-0.022927,0.006077,6933
