567.508972,0.005498,-0.007636,-0.000916,0.282353,0.240479,-9.678967,8130
567.519043,0.004887,-0.007330,-0.000916,0.282353,0.242273,-9.670592,8024
567.529053,0.004887,-0.007330,-0.001833,0.276371,0.233898,-9.704690,8018
567.539001,0.004887,-0.006109,-0.001833,0.293121,0.229711,-9.716654,8006
567.549011,0.004581,-0.007636,-0.001222,0.277567,0.245264,-9.657433,8010
567.559021,0.004276,-0.008552,-0.000611,0.300299,0.231506,-9.717253,8010
567.569031,0.005192,-0.007025,-0.000611,0.278166,0.253639,-9.644272,8015
567.578979,0.004887,-0.006720,-0.000916,0.287737,0.257827,-9.721440,8008
567.589050,0.004276,-0.008247,-0.000305,0.291924,0.257228,-9.664013,8012
567.599060,0.004276,-0.007941,-0.001222,0.280558,0.242273,-9.681360,8009
567.609009,0.004581,-0.007330,-0.001527,0.275773,0.244666,-9.693325,8020
567.619019,0.004276,-0.006720,-0.001222,0.277567,0.238086,-9.647861,8009
567.629028,0.004581,-0.007330,-0.001222,0.271585,0.254237,-9.680164,8013
567.639038,0.003971,-0.008247,-0.000916,0.281157,0.238086,-9.674182,8015
567.649048,0.004887,-0.007330,-0.000611,0.273978,0.226720,-9.671789,8016
567.659058,0.005192,-0.006720,-0.001222,0.282353,0.233898,-9.691529,8007
567.669067,0.004276,-0.007025,-0.001527,0.279960,0.234497,-9.695119,8022
567.679016,0.005192,-0.007025,-0.001222,0.285344,0.238086,-9.670592,8002
567.689026,0.004276,-0.007636,-0.001222,0.284746,0.248255,-9.672388,8009
567.699097,0.005192,-0.007941,-0.001222,0.276371,0.249452,-9.674182,8009
567.709045,0.005192,-0.007025,-0.000916,0.266202,0.253041,-9.679566,8015
567.719055,0.004887,-0.007330,-0.001222,0.279362,0.257228,-9.674780,8011
567.729004,0.004887,-0.007941,-0.000916,0.285344,0.242872,-9.683155,8011
567.739075,0.004276,-0.007025,-0.001222,0.282951,0.246461,-9.673584,8011
567.749084,0.004276,-0.007025,-0.001222,0.280558,0.248255,-9.669994,8018
567.759033,0.004276,-0.007025,-0.000611,0.281157,0.241675,-9.675977,8007
567.769104,0.004581,-0.007025,-0.001222,0.279960,0.237488,-9.688540,8016
567.779053,0.004887,-0.007636,-0.000611,0.274576,0.238684,-9.686744,8008
567.789062,0.004887,-0.007025,-0.000916,0.281157,0.241675,-9.668797,8015
567.799011,0.004887,-0.006414,-0.000611,0.280558,0.230907,-9.663414,8010
567.809082,0.005192,-0.007025,-0.000916,0.277567,0.239880,-9.669396,8015
567.819092,0.004887,-0.007330,-0.000916,0.273380,0.245264,-9.683753,8010
567.829041,0.005192,-0.007330,-0.001527,0.277567,0.245264,-9.674780,8026
